replication_type,replication_number,target_effect,original_authors_study_number,original_effect_size,replication_effect_size,replication_authors_study_number,replication_outcome,replication_outcome_bayesian,discipline,replication_method_differences,positive_control_evidence,IVs,DVs,other_outcomes,replication_open_materials_URL,replication_open_data_URL,replication_pre_reg_URL,original_study_article_URL,replication_study_article_URL,original_open_materials_URL,original_open_data_URL,original_pre_reg_URL,effect_description,design,effect_type,original_test_statistic,original_pvalue,original_N,replication_N,study_order_CS,RPP_study_number,Original_Article_Title
RRR6 (PPS),14,commitment priming boosts forgiveness effect (exit forgiveness DV),Finkel et al. (2002) Study 1,MD(N=89) = -.65 ± .45,MD(N=173) = +.16 ± .38,"Cobb, Pink, Millman & Logan (2016)",,,social,DV assessed via computer rather than paper-and-pencil,α = .90 on subjective commitment measure,,,"3 other DVs (neglect, voice, loyalty forgiveness; same pattern of results observed)",,,,,,,,,High commitment priming (writing about interdependence to partner) increases forgiveness on hypothetical betrayals compared to low commitment priming (writing about independence),,,,,89,173,,,
RRR6 (PPS),15,commitment priming boosts forgiveness effect (exit forgiveness DV),Finkel et al. (2002) Study 1,MD(N=89) = -.65 ± .45,MD(N=127) = +.23 ± .43,Caprariello (2016),,,social,DV assessed via computer rather than paper-and-pencil,α = .90 on subjective commitment measure,,,"3 other DVs (neglect, voice, loyalty forgiveness; same pattern of results observed)",,,,,,,,,High commitment priming (writing about interdependence to partner) increases forgiveness on hypothetical betrayals compared to low commitment priming (writing about independence),,,,,89,127,,,
RRR6 (PPS),16,commitment priming boosts forgiveness effect (exit forgiveness DV),Finkel et al. (2002) Study 1,MD(N=89) = -.65 ± .45,MD(N=101) = +.29 ± .46,Tidwell & Kraus (2016),,,social,DV assessed via computer rather than paper-and-pencil,α = .90 on subjective commitment measure,,,"3 other DVs (neglect, voice, loyalty forgiveness; same pattern of results observed)",,,,,,,,,High commitment priming (writing about interdependence to partner) increases forgiveness on hypothetical betrayals compared to low commitment priming (writing about independence),,,,,89,101,,,
individual effort,,playboy effect,Kenrick et al. (1989) Study 2,Δd(N=65) = -.53 ± .64,Δd(N=223) = +.29 ± .46,Balzarini et al. (2015) Study 1,,,social,Updated pictures of abstract art & male/female nudes; Two attention check questions,Nudes rated as more pleasant than abstract art,Playboy centerfolds vs. control; Participant sex,Love for partner (Rubin Love-scale),,,,,,,,,,"Opposite-sex nudes exposure decreases love among men, but not women",,,,,65,223,,,
individual effort,,playboy effect,Kenrick et al. (1989) Study 2,Δd(N=65) = -.53 ± .64,Δd(N=263) = +.30 ± .42,Balzarini et al. (2015) Study 2,,,social,Updated pictures of abstract art & male/female nudes; Two attention check questions,Nudes rated as more pleasant than abstract art,Playboy centerfolds vs. control; Participant sex,Love for partner (Rubin Love-scale),,,,,,,,,,"Opposite-sex nudes exposure decreases love among men, but not women",,,,,65,263,,,
individual effort,,playboy effect,Kenrick et al. (1989) Study 2,Δd(N=65) = -.53 ± .64,Δd(N=225) = -.38 ± .46,Balzarini et al. (2015) Study 3,,,social,Updated pictures of abstract art & male/female nudes; Two attention check questions,Nudes rated as more pleasant than abstract art,Playboy centerfolds vs. control; Participant sex,Love for partner (Rubin Love-scale),,,,,,,,,,"Opposite-sex nudes exposure decreases love among men, but not women",,,,,65,225,,,
individual effort,,Positive mood boosts helping effect,Isen & Levin (1972) Study 2,PD(N=41) = +84% ± 18%,PD(N=50) = +3% ± 30%,Blevins & Murphy (1974),,,social,,,,,,,,,https://github.com/eplebel/science-commons/blob/master/curated/mood-on-helping/isen%20%26%20levin%20(1972%2C%20jpsp%2C%20studies%201%20%26%202)%20effect%20of%20feeling%20good%20on%20helping%20-%20cookies%20%26%20kindness.pdf,https://github.com/eplebel/science-commons/blob/master/curated/mood-on-helping/blevins%20%26%20murphy%20(1974)%20failed%20replication%20of%20i%26l1972%20study%202.pdf,,,,Positive mood increases percentage of Ps who help,,,,,41,50,,,
individual effort,,Positive mood boosts helping effect,Levin & Isen (1975) Study 1,PD(N=24) = +60% ± 30%,PD(N=106) = +25% ± 29%,Weyant & Clark (1977) Study 1,,,social,,,,,,,,,https://github.com/eplebel/science-commons/blob/master/curated/mood-on-helping/levin%20%26%20isen%20(1975%2C%20studies%201%20%26%202)%20further%20studies%20on%20effect%20of%20feeling%20good%20on%20helping.pdf,https://github.com/eplebel/science-commons/blob/master/curated/mood-on-helping/weyant%20%26%20clark%20(1977%2C%20pspb)%20dimes%20and%20helping%20-%20the%20other%20side%20of%20the%20coin%20%5B2%20failed%20reps%20of%20l%26i1975%20study%201%5D.pdf,,,,Positive mood increases percentage of Ps who help,,,,,24,106,,,
individual effort,,Positive mood boosts helping effect,Levin & Isen (1975) Study 1,PD(N=24) = +60% ± 30%,PD(N=32) = -7% ± 16%,Weyant & Clark (1977) Study 2,,,social,,,,,,,,,https://github.com/eplebel/science-commons/blob/master/curated/mood-on-helping/levin%20%26%20isen%20(1975%2C%20studies%201%20%26%202)%20further%20studies%20on%20effect%20of%20feeling%20good%20on%20helping.pdf,https://github.com/eplebel/science-commons/blob/master/curated/mood-on-helping/weyant%20%26%20clark%20(1977%2C%20pspb)%20dimes%20and%20helping%20-%20the%20other%20side%20of%20the%20coin%20%5B2%20failed%20reps%20of%20l%26i1975%20study%201%5D.pdf,,,,Positive mood increases percentage of Ps who help,,,,,24,32,,,
individual effort,,Reading fiction boosts empathy effect,Kidd & Castano (2013) Study 1,d(N=86) = +.56 ± .43,d(N=300) = -.08 ± .23,Panero et al. (2016) Study 1,,,social,,,Literary fiction vs. nonfiction,RMET,,,,,http://www.scienceintheclassroom.org/sites/default/files/research-papers/science-2013-kidd-377-80.pdf,https://www.sas.upenn.edu/~deenas/papers/panero-weisberg-black-etal-JPSP.pdf,,,,,,,,,86,300,,,
individual effort,,Reading fiction boosts empathy effect,Kidd & Castano (2013) Study 3,d(N=69) = +.36 ± .21,d(N=300) = +.14 ± .23,Dijkstra et al. (2015),,,social,,,Literary fiction vs. nonfiction,RMET,,,,,http://www.scienceintheclassroom.org/sites/default/files/research-papers/science-2013-kidd-377-80.pdf,https://github.com/eplebel/science-commons/blob/master/curated/dijkstra-et-al%5B2015%5D.pdf,,,,,,,,,69,300,,,
individual effort,,Reading fiction boosts empathy effect,Kidd & Castano (2013) Study 3,d(N=69) = +.36 ± .21,d(N=303) = +.04 ± .22,Panero et al. (2016) Study 2,,,social,,,Literary fiction vs. popular fiction,RMET,,,,,http://www.scienceintheclassroom.org/sites/default/files/research-papers/science-2013-kidd-377-80.pdf,https://www.sas.upenn.edu/~deenas/papers/panero-weisberg-black-etal-JPSP.pdf,,,,,,,,,69,303,,,
individual effort,,Reading fiction boosts empathy effect,Kidd & Castano (2013) Study 5,d(N=237) = +.25 ± .25,d(N=369) = +.10 ± .20,Panero et al. (2016) Study 3,,,social,,,Literary fiction vs. popular fiction,RMET,,,,,http://www.scienceintheclassroom.org/sites/default/files/research-papers/science-2013-kidd-377-80.pdf,https://www.sas.upenn.edu/~deenas/papers/panero-weisberg-black-etal-JPSP.pdf,,,,,,,,,237,369,,,
individual effort,,Pre-cognition (erotic premonition),Bem (2011) Study 1,d(N=100) = +.25,d(N=200) = -.05,Wagenmakers et al. (2012),,,social,,,,,,,,,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,http://ejwagenmakers.com/2012/WagenmakersEtAl2012PoPS.pdf,,,,,,,,,100,200,,,
individual effort,,Pre-cognition (retroactive memory recall),Bem (2011) Study 8,DR%(N=100) = +2.3% ± 2.3%,DR%(N=112) = -1.2% ± 1.6%,Galak et al. (2012) Study 1,,,social,,,,,,,,,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,http://www.deanradin.com/evidence/galak2012.pdf,,,,,,,,,100,112,,,
individual effort,,Pre-cognition (retroactive memory recall),Bem (2011) Study 8,DR%(N=100) = +2.3% ± 2.3%,DR%(N=158) = 0% ± 1.3%,Galak et al. (2012) Study 2,,,social,,,,,,,,,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,http://www.deanradin.com/evidence/galak2012.pdf,,,,,,,,,100,158,,,
individual effort,,Pre-cognition (retroactive memory recall),Bem (2011) Study 8,DR%(N=100) = +2.3% ± 2.3%,DR%(N=124) = +1.2% ± 1.4%,Galak et al. (2012) Study 3,,,social,,,,,,,,,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,http://www.deanradin.com/evidence/galak2012.pdf,,,,,,,,,100,124,,,
individual effort,,Pre-cognition (retroactive memory recall),Bem (2011) Study 8,DR%(N=100) = +2.3% ± 2.3%,DR%(N=109) = -.1% ± .1%,Galak et al. (2012) Study 7,,,social,,,,,,,,,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,http://www.deanradin.com/evidence/galak2012.pdf,,,,,,,,,100,2469,,,
individual effort,,Pre-cognition (retroactive memory recall),Bem (2011) Study 9,DR%(N=50) = +4.2% ± 3.0%,DR%(N=109) = +1.6% ± 1.1%,Galak et al. (2012) Study 4,,,social,,,,,,,,,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,http://www.deanradin.com/evidence/galak2012.pdf,,,,,,,,,50,109,,,
individual effort,,Pre-cognition (retroactive memory recall),Bem (2011) Study 9,DR%(N=50) = +4.2% ± 3.0%,DR%(N=211) = -.5% ± 1.5%,Galak et al. (2012) Study 5,,,social,,,,,,,,,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,http://www.deanradin.com/evidence/galak2012.pdf,,,,,,,,,50,211,,,
individual effort,,Pre-cognition (retroactive memory recall),Bem (2011) Study 9,DR%(N=50) = +4.2% ± 3.0%,DR%(N=106) = -.3% ± 1.5%,Galak et al. (2012) Study 6,,,social,,,,,,,,,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,http://www.deanradin.com/evidence/galak2012.pdf,,,,,,,,,50,106,,,
individual effort,,Pre-cognition (retroactive memory recall),Bem (2011) Study 9,DR%(N=50) = +4.2% ± 3.0%,DR%(N=50) = +.2% ± 3.5%,Ritchie et al. (2012) Study 1,,,social,,,,,,,,,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0033423,,,,,,,,,50,50,,,
individual effort,,Pre-cognition (retroactive memory recall),Bem (2011) Study 9,DR%(N=50) = +4.2% ± 3.0%,DR%(N=50) = -2.7% ± 3.5%,Ritchie et al. (2012) Study 2,,,social,,,,,,,,,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0033423,,,,,,,,,50,50,,,
individual effort,,Pre-cognition (retroactive memory recall),Bem (2011) Study 9,DR%(N=50) = +4.2% ± 3.0%,DR%(N=50) = -.6% ± 3.5%,Ritchie et al. (2012) Study 3,,,social,,,,,,,,,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0033423,,,,,,,,,50,50,,,
individual effort,,Pre-cognition (retroactive memory recall),Bem (2011) Study 9,DR%(N=50) = +4.2% ± 3.0%,DR%(N=50) = -1.6% ± 3.4%,Robinson (2011),,,social,,,,,,,,,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,https://github.com/eplebel/science-commons/blob/master/curated/bem2011/robinson(2011).pdf,,,,,,,,,50,50,,,
individual effort,,Power posing effect (risk-taking DV),Carney et al. (2010),d(N=42) = +.61 ± .51,d(N=200) = -.20 ± .20,Ranehill et al. (2015),,,social,,,,,"2 other DVS (testosterone level, cortisol level; same pattern of results observed)",,,,"http://www.people.hbs.edu/acuddy/in%20press,%20carney,%20cuddy,%20&%20yap,%20psych%20science.pdf",http://datacolada.org/wp-content/uploads/2015/05/5110-Ranehill-Dreber-Johannesson-Leiberg-Sul-Weber-PS-2015-Assessing-the-robustness-of-power-posing-no-effect-on-hormones-and-risk-rolerance-in-a-large-sample-of-men-and-women.pdf,,,,,,,,,42,200,,,
individual effort,,Power posing effect (risk-taking DV),Carney et al. (2010),d(N=42) = +.61 ± .51,d(N=305) = -.21 ± .30,Garrison et al. (2016),,,social,,,,,,,,,"http://www.people.hbs.edu/acuddy/in%20press,%20carney,%20cuddy,%20&%20yap,%20psych%20science.pdf",http://andrewgelman.com/wp-content/uploads/2016/06/Social-Psychological-and-Personality-Science-2016-Garrison-1948550616652209-copy.pdf,,,,,,,,,42,305,,,
individual effort,,elderly priming, Bargh et al. (1996) Study 2a ,d(N=30) = +1.02 ± .76 ,d(N=31) = +.56 ± .72 ,Hull et al. (2002) Study 1a ,,,social,,,,,,,,,,,,,,,,,,,30,31,,,
individual effort,,elderly priming, Bargh et al. (1996) Study 2a ,d(N=30) = +1.02 ± .76 ,d(N=40) = +.53 ± .63 ,Hull et al. (2002) Study 1b ,,,social,,,,,,,,,,,,,,,,,,,30,40,,,
individual effort,,elderly priming, Bargh et al. (1996) Study 2a ,d(N=30) = +1.02 ± .76 ,d(N=45) = +.22 ± .58 ,Cesario et al. (2007) Study 2 ,,,social,,,,,,,,,,,,,,,,,,,30,45,,,
individual effort,,elderly priming, Bargh et al. (1996) Study 2a ,d(N=30) = +1.02 ± .76 ,d(N=66) = -.22 ± .48 ,Pashler et al. (2008) ,,,social,,,,,,,,,,,,,,,,,,,30,66,,,
individual effort,,elderly priming, Bargh et al. (1996) Study 2a ,d(N=30) = +1.02 ± .76 ,d(N=120) = -.07 ± .36 ,Doyen et al. (2012) Study 1 ,,,social,,,,,,,,,,,,,,,,,,,30,120,,,
individual effort,,embodiment of secrets effect,Slepian et al. (2012) Study 1,d(N=40) = +.78 ± .62,d(N=314) = +.19 ± .22,Perfecto et al. (2012),,,social,,,,,,,,,,,,,,,,,,,40,314,,,
individual effort,,embodiment of secrets effect,Slepian et al. (2012) Study 1,d(N=40) = +.78 ± .62,d(N=240) = +.18 ± .25,LeBel & Wilbur (2014) Study 1,,,social,,,,,,,,,,,,,,,,,,,40,240,,,
individual effort,,embodiment of secrets effect,Slepian et al. (2012) Study 1,d(N=40) = +.78 ± .62,d(N=90) = -.32 ± .41,LeBel & Wilbur (2014) Study 2,,,social,,,,,,,,,,,,,,,,,,,40,90,,,
individual effort,,embodiment of secrets effect,Slepian et al. (2012) Study 1,d(N=40) = +.78 ± .62,d(N=100) = +.08 ± .39,Pecher et al. (2015) Study 1,,,social,,,,,,,,,,,,,,,,,,,40,100,,,
individual effort,,embodiment of secrets effect,Slepian et al. (2012) Study 1,d(N=40) = +.78 ± .62,d(N=100) = +.21 ± .39,Pecher et al. (2015) Study 2,,,social,,,,,,,,,,,,,,,,,,,40,100,,,
individual effort,,embodiment of secrets effect,Slepian et al. (2012) Study 2,d(N=36) = +.81 ± .73,d(N=60) = +.31 ± .52,Cobb et al. (2014),,,social,,,,,,,,,,,,,,,,,,,36,60,,,
individual effort,,embodiment of secrets effect,Slepian et al. (2012) Study 2,d(N=36) = +.81 ± .73,d(N=118) = +.21 ± .36,Pecher et al. (2015) Study 3,,,social,,,,,,,,,,,,,,,,,,,36,118,,,
individual effort,,Macbeth effect,Zhong & Liljenquist (2006) Study 2,r(N=27) = +.45 ± .31,r(N=36) = +.04 ± .33,Gamez et al. (2011) Study 2,,,social,,,,,,,,,http://haniff.sg/wp-content/uploads/2013/04/washing-away-your-sins.pdf,http://www.redalyc.org/pdf/172/17217456013.pdf,,,,,,,,,27,36,,,
individual effort,,Macbeth effect,Zhong & Liljenquist (2006) Study 2,r(N=27) = +.45 ± .31,r(N=335) = -.04 ± .11,Siev (2012) Study 1,,,social,,,,,,,,,http://haniff.sg/wp-content/uploads/2013/04/washing-away-your-sins.pdf,https://github.com/eplebel/science-commons/blob/master/curated/z%26l/Siev%20(2012).pdf,,,,,,,,,27,335,,,
individual effort,,Macbeth effect,Zhong & Liljenquist (2006) Study 2,r(N=27) = +.45 ± .31,r(N=148) = -.09 ± .16,Siev (2012) Study 2,,,social,,,,,,,,,http://haniff.sg/wp-content/uploads/2013/04/washing-away-your-sins.pdf,https://github.com/eplebel/science-commons/blob/master/curated/z%26l/Siev%20(2012).pdf,,,,,,,,,27,148,,,
individual effort,,Macbeth effect,Zhong & Liljenquist (2006) Study 2,r(N=27) = +.45 ± .31,r(N=153) = +.00 ± .16,Earp et al. (2014) Study 1,,,social,,,,,,,,,http://haniff.sg/wp-content/uploads/2013/04/washing-away-your-sins.pdf,http://www.jimaceverett.com/wp-content/uploads/2014/09/Earp-Everett-et-al.-2014-Out-damned-spot.pdf,,,,,,,,,27,153,,,
individual effort,,Macbeth effect,Zhong & Liljenquist (2006) Study 2,r(N=27) = +.45 ± .31,r(N=156) = -.07 ± .16,Earp et al. (2014) Study 2,,,social,,,,,,,,,http://haniff.sg/wp-content/uploads/2013/04/washing-away-your-sins.pdf,http://www.jimaceverett.com/wp-content/uploads/2014/09/Earp-Everett-et-al.-2014-Out-damned-spot.pdf,,,,,,,,,27,156,,,
individual effort,,Macbeth effect,Zhong & Liljenquist (2006) Study 2,r(N=27) = +.45 ± .31,r(N=286) = -.11 ± .11,Earp et al. (2014) Study 3,,,social,,,,,,,,,http://haniff.sg/wp-content/uploads/2013/04/washing-away-your-sins.pdf,http://www.jimaceverett.com/wp-content/uploads/2014/09/Earp-Everett-et-al.-2014-Out-damned-spot.pdf,,,,,,,,,27,286,,,
individual effort,,Macbeth effect,Zhong & Liljenquist (2006) Study 3,r(N=32) = +.38 ± .30,r(N=210) = +.03 ± .14,Fayard et al. (2009) Study 1,,,social,,,,,,,,,http://haniff.sg/wp-content/uploads/2013/04/washing-away-your-sins.pdf,http://www.jasnh.com/pdf/Vol6-No2.pdf,,,,,,,,,32,210,,,
individual effort,,Macbeth effect,Zhong & Liljenquist (2006) Study 3,r(N=32) = +.38 ± .30,r(N=45) = +.15 ± .29,Gamez et al. (2011) Study 3,,,social,,,,,,,,,http://haniff.sg/wp-content/uploads/2013/04/washing-away-your-sins.pdf,http://www.redalyc.org/pdf/172/17217456013.pdf,,,,,,,,,32,45,,,
individual effort,,Macbeth effect,Zhong & Liljenquist (2006) Study 4,r(N=45) = +.33 ± .26,r(N=115) = +.01 ± .18,Fayard et al. (2009) Study 2,,,social,,,,,,,,,http://haniff.sg/wp-content/uploads/2013/04/washing-away-your-sins.pdf,http://www.jasnh.com/pdf/Vol6-No2.pdf,,,,,,,,,45,115,,,
individual effort,,Macbeth effect,Zhong & Liljenquist (2006) Study 4,r(N=45) = +.33 ± .26,r(N=28) = +.19 ± .36,Gamez et al. (2011) Study 4,,,social,,,,,,,,,http://haniff.sg/wp-content/uploads/2013/04/washing-away-your-sins.pdf,http://www.redalyc.org/pdf/172/17217456013.pdf,,,,,,,,,45,28,,,
individual effort,,Macbeth effect,Zhong & Liljenquist (2006) Study 4,r(N=45) = +.33 ± .26,r(N=29) = +.39 ± .31,Reuven et al. (2013),,,social,,,,,,,,,http://haniff.sg/wp-content/uploads/2013/04/washing-away-your-sins.pdf,https://github.com/eplebel/science-commons/blob/master/curated/z%26l/Reuven%20et%20al.%20(2013).pdf,,,,,,,,,45,29,,,
individual effort,,hot shower loneliness effect,Bargh & Shalev (2012) Study 1a,r(N=51) = +.57 ± .19,r(N=197) = -.13 ± .14,Donnellan et al. (2015a) Study 9,,,social,,,,,,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3406601/,https://msu.edu/~cesario/publications/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20loneliness%20bathing.pdf,,,,,,,,,51,197,,,
