rep.num,original.study.number,original.effect.size,replication.effect.size,replication.study.number,outcome,target.effect,rep.effort.type,IVs,DVs,replication.type,replication.method.differences,replication.positive.control.evidence,other.outcomes,discipline,rep.num.in.set,original.study.article.URL,replication.study.article.URL,replication.open.data.URL,replication.open.materials.URL,replication.pre.reg.URL,original.open.data.URL,original.open.materials.URL,original.pre.reg.URL,effect.description,design,statistical.effect.type,original.test.statistic,original.pvalue,original.N,replication.N,outcome.bayesian,study.order.CS,RPP.study.number,original.article.title
975,Zhong & Liljenquist (2006) Study 2,r(N=27) = +.45 ± .31,r(N=286) = -.11 ± .11,Earp et al. (2014) Study 3,unsuccessful,Macbeth effect,individual effort,,,,,,,social,,http://haniff.sg/wp-content/uploads/2013/04/washing-away-your-sins.pdf,http://www.jimaceverett.com/wp-content/uploads/2014/09/Earp-Everett-et-al.-2014-Out-damned-spot.pdf,http://www.jimaceverett.com/wp-content/uploads/2014/09/Macbeth-Study-3-India.csv,,,,,,,,,,,27,286,,,,
976,Zhong & Liljenquist (2006) Study 3,r(N=32) = +.38 ± .30,r(N=210) = +.03 ± .14,Fayard et al. (2009) Study 1,unsuccessful,Macbeth effect,individual effort,,,,,,,social,,http://haniff.sg/wp-content/uploads/2013/04/washing-away-your-sins.pdf,http://www.jasnh.com/pdf/Vol6-No2.pdf,https://figshare.com/articles/Fayard_et_al_2009_Study_1/1007716,,,,,,,,,,,32,210,,,,
977,Zhong & Liljenquist (2006) Study 3,r(N=32) = +.38 ± .30,r(N=45) = +.15 ± .29,Gamez et al. (2011) Study 3,unsuccessful,Macbeth effect,individual effort,,,,,,,social,,http://haniff.sg/wp-content/uploads/2013/04/washing-away-your-sins.pdf,http://www.redalyc.org/pdf/172/17217456013.pdf,,,,,,,,,,,,32,45,,,,
978,Zhong & Liljenquist (2006) Study 4,r(N=45) = +.33 ± .26,r(N=115) = +.01 ± .18,Fayard et al. (2009) Study 2,unsuccessful,Macbeth effect,individual effort,,,,,,,social,,http://haniff.sg/wp-content/uploads/2013/04/washing-away-your-sins.pdf,http://www.jasnh.com/pdf/Vol6-No2.pdf,,,,,,,,,,,,45,115,,,,
979,Zhong & Liljenquist (2006) Study 4,r(N=45) = +.33 ± .26,r(N=28) = +.19 ± .36,Gamez et al. (2011) Study 4,unsuccessful-inconclusive,Macbeth effect,individual effort,,,,,,,social,,http://haniff.sg/wp-content/uploads/2013/04/washing-away-your-sins.pdf,http://www.redalyc.org/pdf/172/17217456013.pdf,,,,,,,,,,,,45,28,,,,
980,Zhong & Liljenquist (2006) Study 4,r(N=45) = +.33 ± .26,r(N=29) = +.39 ± .31,Reuven et al. (2013),successful,Macbeth effect,individual effort,,,,,,,social,,http://haniff.sg/wp-content/uploads/2013/04/washing-away-your-sins.pdf,https://msu.edu/~cesario/publications/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20loneliness%20bathing.pdf,https://osf.io/g83w6/,,,,,,,,,,,45,29,,,,
981,Bargh & Shalev (2012) Study 1a,r(N=51) = +.57 ± .19,r(N=197) = -.13 ± .14,Donnellan et al. (2015a) Study 9,unsuccessful,warmth embodiment (hot shower loneliness effect),individual effort,,showering/bathing behaviors (3-items),very close,,,,social,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3406601/,https://msu.edu/~cesario/publications/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20loneliness%20bathing.pdf,https://github.com/eplebel/science-commons/blob/master/curated/b%26s2012/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20DATA%20for%20Combined%20Studies%205%20to%209.csv,https://github.com/eplebel/science-commons/blob/master/curated/b%26s2012/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20CODEBOOK%20for%20Combined%20Studies%205%20to%209.pdf,,,,,,,,,,51,197,,,,
982,Bargh & Shalev (2012) Study 1a,r(N=51) = +.57 ± .19,r(N=228) = -.10 ± .13,Donnellan et al. (2015a) Study 4,unsuccessful,warmth embodiment (hot shower loneliness effect),individual effort,UCLA Loneliness scale (20-item v3),showering/bathing behaviors (3-items),very close,online (SurveyMonkey); slightly different scale response options; 20-item (instead of 10-item) UCLA Loneliness Scale,,,social,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3406601/,https://msu.edu/~cesario/publications/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20loneliness%20bathing.pdf,https://github.com/eplebel/science-commons/blob/master/curated/b%26s2012/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20DATA%20for%20Combined%20Studies%201%20to%204.csv,https://github.com/eplebel/science-commons/blob/master/curated/b%26s2012/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20CODEBOOK%20for%20Combined%20Studies%201%20to%204.pdf,,,,,,,,,,51,228,,,,
983,Bargh & Shalev (2012) Study 1a,r(N=51) = +.57 ± .19,r(N=235) = -.06 ± .13,Donnellan et al. (2015a) Study 1,unsuccessful,warmth embodiment (hot shower loneliness effect),individual effort,UCLA Loneliness scale (20-item v3),showering/bathing behaviors (3-items),very close,slightly different scale response options; 20-item (instead of 10-item) UCLA Loneliness Scale,,,social,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3406601/,https://msu.edu/~cesario/publications/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20loneliness%20bathing.pdf,https://github.com/eplebel/science-commons/blob/master/curated/b%26s2012/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20DATA%20for%20Combined%20Studies%201%20to%204.csv,https://github.com/eplebel/science-commons/blob/master/curated/b%26s2012/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20CODEBOOK%20for%20Combined%20Studies%201%20to%204.pdf,,,,,,,,,,51,235,,,,
984,Bargh & Shalev (2012) Study 1a,r(N=51) = +.57 ± .19,r(N=291) = -.04 ± .11,Donnellan et al.(2015b),unsuccessful,warmth embodiment (hot shower loneliness effect),individual effort,UCLA Loneliness scale (10-item v1),showering/bathing behaviors (3-items),very close,,,,social,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3406601/,https://github.com/eplebel/science-commons/blob/master/curated/b%26s2012/Donnellan%20et%20al%20(2015b)%20rejoinder%20supplementary%20file%20-%20another%20direct%20rep%20of%20b%26s%202012%20study%201.pdf,,,,,,,,,,,,51,291,,,,
985,Bargh & Shalev (2012) Study 1a,r(N=51) = +.57 ± .19,r(N=365) = -.03 ± .10,Ferrell et al. (2013),unsuccessful,warmth embodiment (hot shower loneliness effect),individual effort,"Revised UCLA Loneliness scale (3-item; Hughes et al., 2004)",showering/bathing behaviors (3-items),very close,online (UT Austin),,,social,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3406601/,https://traitstate.files.wordpress.com/2014/05/u-of-t-failure-to-replicate_final.pdf,,,,,,,,,,,,51,365,,,,
986,Bargh & Shalev (2012) Study 1a,r(N=51) = +.57 ± .19,r(N=356) = -.02 ± .10,McDonald & Donnellan (2015),unsuccessful,warmth embodiment (hot shower loneliness effect),individual effort,"Revised UCLA Loneliness scale (3-item; Hughes et al., 2004)",showering/bathing behaviors (3-items),very close,online Israeli sample,,,social,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3406601/,https://web.archive.org/web/20170107101257/http://www.psychfiledrawer.org/files/5051407362021McDonald%20and%20Donnellan.pdf,,,,,,,,,,,,51,356,,,,
987,Bargh & Shalev (2012) Study 1a,r(N=51) = +.57 ± .19,r(N=480) = -.01 ± .09,Donnellan et al. (2015a) Study 2,unsuccessful,warmth embodiment (hot shower loneliness effect),individual effort,UCLA Loneliness scale (20-item v3),showering/bathing behaviors (3-items),very close,online (mTurk); slightly different scale response options; 20-item (instead of 10-item) UCLA Loneliness Scale,,,social,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3406601/,https://msu.edu/~cesario/publications/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20loneliness%20bathing.pdf,https://github.com/eplebel/science-commons/blob/master/curated/b%26s2012/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20DATA%20for%20Combined%20Studies%201%20to%204.csv,https://github.com/eplebel/science-commons/blob/master/curated/b%26s2012/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20CODEBOOK%20for%20Combined%20Studies%201%20to%204.pdf,,,,,,,,,,51,480,,,,
988,Bargh & Shalev (2012) Study 1a,r(N=51) = +.57 ± .19,r(N=365) = +.02 ± .10,Donnellan et al. (2015a) Study 8,unsuccessful,warmth embodiment (hot shower loneliness effect),individual effort,UCLA Loneliness scale (10-item v1),showering/bathing behaviors (3-items),very close,,,,social,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3406601/,https://msu.edu/~cesario/publications/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20loneliness%20bathing.pdf,https://github.com/eplebel/science-commons/blob/master/curated/b%26s2012/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20DATA%20for%20Combined%20Studies%205%20to%209.csv,https://github.com/eplebel/science-commons/blob/master/curated/b%26s2012/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20CODEBOOK%20for%20Combined%20Studies%205%20to%209.pdf,,,,,,,,,,51,365,,,,
989,Bargh & Shalev (2012) Study 1a,r(N=51) = +.57 ± .19,r(N=311) = +.02 ± .11,Donnellan et al. (2015a) Study 7,unsuccessful,warmth embodiment (hot shower loneliness effect),individual effort,UCLA Loneliness scale (10-item v1),showering/bathing behaviors (3-items),very close,,,,social,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3406601/,https://msu.edu/~cesario/publications/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20loneliness%20bathing.pdf,https://github.com/eplebel/science-commons/blob/master/curated/b%26s2012/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20DATA%20for%20Combined%20Studies%205%20to%209.csv,https://github.com/eplebel/science-commons/blob/master/curated/b%26s2012/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20CODEBOOK%20for%20Combined%20Studies%205%20to%209.pdf,,,,,,,,,,51,311,,,,
990,Bargh & Shalev (2012) Study 1a,r(N=51) = +.57 ± .19,r(N=531) = +.04 ± .08,Donnellan & Lucas (2014),unsuccessful,warmth embodiment (hot shower loneliness effect),individual effort,UCLA Loneliness scale (10-item v1),showering/bathing behaviors (3-items),very close,,,,social,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3406601/,https://web.archive.org/web/20170405040007/http://psychfiledrawer.org/files/471398782639Spring%202014%20Failure%20to%20Replicate.pdf,,,,,,,,,,,,51,531,,,,
991,Bargh & Shalev (2012) Study 1a,r(N=51) = +.57 ± .19,r(N=553) = +.06 ± .08,Donnellan et al. (2015a) Study 6,unsuccessful,warmth embodiment (hot shower loneliness effect),individual effort,UCLA Loneliness scale (10-item v1),showering/bathing behaviors (3-items),very close,online (mTurk),,,social,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3406601/,https://msu.edu/~cesario/publications/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20loneliness%20bathing.pdf,https://github.com/eplebel/science-commons/blob/master/curated/b%26s2012/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20DATA%20for%20Combined%20Studies%205%20to%209.csv,https://github.com/eplebel/science-commons/blob/master/curated/b%26s2012/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20CODEBOOK%20for%20Combined%20Studies%205%20to%209.pdf,,,,,,,,,,51,553,,,,
992,Bargh & Shalev (2012) Study 1a,r(N=51) = +.57 ± .19,r(N=494) = +.10 ± .09,Donnellan et al. (2015a) Study 5,successful-inconsistent,warmth embodiment (hot shower loneliness effect),individual effort,UCLA Loneliness scale (10-item v1),showering/bathing behaviors (3-items),very close,online (mTurk),,,social,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3406601/,https://msu.edu/~cesario/publications/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20loneliness%20bathing.pdf,https://github.com/eplebel/science-commons/blob/master/curated/b%26s2012/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20DATA%20for%20Combined%20Studies%205%20to%209.csv,https://github.com/eplebel/science-commons/blob/master/curated/b%26s2012/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20CODEBOOK%20for%20Combined%20Studies%205%20to%209.pdf,,,,,,,,,,51,494,,,,
993,Bargh & Shalev (2012) Study 1a,r(N=51) = +.57 ± .19,r(N=210) = +.13 ± .13,Donnellan et al. (2015a) Study 3,successful-inconsistent,warmth embodiment (hot shower loneliness effect),individual effort,UCLA Loneliness scale (20-item v3),showering/bathing behaviors (3-items),very close,online (SurveyMonkey); slightly different scale response options; 20-item (instead of 10-item) UCLA Loneliness Scale,,,social,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3406601/,https://msu.edu/~cesario/publications/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20loneliness%20bathing.pdf,https://github.com/eplebel/science-commons/blob/master/curated/b%26s2012/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20DATA%20for%20Combined%20Studies%201%20to%204.csv,https://github.com/eplebel/science-commons/blob/master/curated/b%26s2012/Donnellan%20Lucas%20Cesario%20IN%20PRESS%20EMOTION%20CODEBOOK%20for%20Combined%20Studies%201%20to%204.pdf,,,,,,,,,,51,210,,,,
994,Bargh & Shalev (2012) Study 2,r(N=75) = +.29 ± .21,r(N=260) = +.01 ± .11,Wortman et al. (2014),unsuccessful,warmth embodiment (cold packs boost loneliness effect),individual effort,holding cold vs. warm pack,UCLA Loneliness scale (10-item v1),very close,,Cold packs rated as colder than warm packs (d = +3.07 ± .92),,social,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3406601/,http://psycnet.apa.org/fulltext/2014-34343-001.pdf,,http://psycnet.apa.org/journals/arc/2/1/13.pdf,,,,,,,,,,75,260,,,,
995,Vess (2012) Study 1,d(N=56) = +.60 ± .55,d(N=219) = +.03 ± .27,LeBel & Campbell (2013) Study 1,unsuccessful,anxious attachment warm food effect,individual effort,,,very close,,"Known sex differences in food preferences (women liked vegetables, fruits, candy, and wine more than men whereas men liked meats, chili pepper, and beer more than women; Logan & Smith, 1986)",,social,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1009.3466&rep=rep1&type=pdf,"http://etiennelebel.com/documents/l&c(2013,psci).pdf",https://osf.io/suza9/,https://osf.io/kizyn/,https://osf.io/kizyn/,,,,"individuals with high (but not low) levels of anxious attachment reported heightened preferences for warm foods when attachment concerns were activated (i.e., by reflecting on a romantic breakup). ",,,,,56,219,,,,
996,Vess (2012) Study 1,d(N=56) = +.60 ± .55,d(N=233) = +.05 ± .26,LeBel & Campbell (2013) Study 2,unsuccessful,anxious attachment warm food effect,individual effort,,,very close,,"Known sex differences in food preferences (women liked vegetables, fruits, candy, and wine more than men whereas men liked meats, chili pepper, and beer more than women; Logan & Smith, 1986)",,social,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1009.3466&rep=rep1&type=pdf,"http://etiennelebel.com/documents/l&c(2013,psci).pdf",https://osf.io/mgq8f/,https://osf.io/5kyjt/,https://osf.io/5kyjt/,,,,"individuals with high (but not low) levels of anxious attachment reported heightened preferences for warm foods when attachment concerns were activated (i.e., by reflecting on a romantic breakup). ",,,,,56,233,,,,
997,Correll (2008) Study 2,d(N=71) = +.59 ± .51,d(N=148) = +.16 ± .34,Madurski & LeBel (2015) Study 1,unsuccessful,modulation of 1/f noise racial bias emission effect,individual effort,avoid/use race information vs. control instructions,1/f noise (weapon identification task),very close,Canadian rather than US undergraduates; keyboard used instead of response box;,Racial bias (in terms of RT) higher in use and avoid race (compared to control) conditions (d = .34 ± .35); 1/f noise observed within each of the 3 conditions (p<.0001),,social,,https://github.com/eplebel/science-commons/blob/master/curated/correll(2008).pdf,"http://etiennelebel.com/documents/m&l(2015,pbr).pdf",https://osf.io/faj47/,https://osf.io/fe9qz/,https://osf.io/iwe3v/,,,,Use/avoid race conditions increases effort (via 1/f noise) on racial bias task (weapon identification task),,,,,71,148,,,,
998,Correll (2008) Study 2,d(N=71) = +.59 ± .51,d(N=148) = -.09 ± .34,Madurski & LeBel (2015) Study 2,unsuccessful,modulation of 1/f noise racial bias emission effect,individual effort,avoid/use race information vs. control instructions,1/f noise (weapon identification task),very close,Canadian rather than US undergraduates; keyboard used instead of response box;,Racial bias (in terms of RT) higher in use and avoid race (compared to control) conditions (d = .44 ± .35); 1/f noise observed within each of the 3 conditions (p<.0001),,social,,https://github.com/eplebel/science-commons/blob/master/curated/correll(2008).pdf,"http://etiennelebel.com/documents/m&l(2015,pbr).pdf",https://osf.io/9tr4h/,https://osf.io/x8tf6/,https://osf.io/v538h/,,,,Use/avoid race conditions increases effort (via 1/f noise) on racial bias task (weapon identification task),,,,,71,148,,,,
999,Gable & Harmon-Jones (2008) Study 2 ,"η²(N=32) = .53 [.26,.67] ","η²(N=79) = .24 [.09,.39] ",Domachowska et al. (2016) Study 1 ,successful,high-approach positive affect constricts attention effect,individual effort,Affect (High-approach positive affect vs. neutral) ,"Attentional breadth (Navon, 1977 letter task RTs) ",,German language; Mood (PANAS) assessed at study outset ,"Neutral mood global bias effect observed, p < .01; Successful valence manipulation check, dz = 1.14",,social,,http://www.socialemotiveneuroscience.org/pubs/gable_hj2008psy_sci.pdf,https://github.com/eplebel/science-commons/blob/master/curated/domachowska-et-al(2016%2CJESP).pdf,https://osf.io/3svem/,https://osf.io/w928b/,https://osf.io/c2bt8/register/564d31db8c5e4a7c9694b2c2,,,,,,,,,32,79,,,,
1000,Gable & Harmon-Jones (2008) Study 2 ,"η²(N=32) = .53 [.26,.67] ","η²(N=80) = .08 [.00,.21] ",Domachowska et al. (2016) Study 2,successful-inconsistent,high-approach positive affect constricts attention effect,individual effort,Affect (High-approach positive affect vs. neutral) ,"Attentional breadth (Navon, 1977 letter task RTs) ",,German-normed stimuli; Low-approach positive affect within-subject condition also included ,"Neutral mood global bias effect observed, p < .05; Successful valence manipulation check, dz = 2.51",,social,,http://www.socialemotiveneuroscience.org/pubs/gable_hj2008psy_sci.pdf,https://github.com/eplebel/science-commons/blob/master/curated/domachowska-et-al(2016%2CJESP).pdf,https://osf.io/kp92b/,https://osf.io/w928b/,https://osf.io/c2bt8/register/564d31db8c5e4a7c9694b2c2,,,,,,,,,32,80,,,,
1001,Rasinski et al. (2005) ,d(N=62) = +1.21 ± .55,d(N=149) = +.18 ± .33,"Pashler, Rohrer, & Harris (2012) Study 1",unsuccessful,honesty priming,individual effort,,,,,,,social,,http://j.b.legal.free.fr/Blog/share/M1/Articles%20INC/Goals/honesty%20goal%20priming.pdf,http://laplab.ucsd.edu/articles/Pashler%20Rohrer%20Harris_JESP2013.pdf,,,,,,,,,,,,62,149,,,,
1002,Rasinski et al. (2005) ,d(N=62) = +1.21 ± .55,d(N=152) = -.13 ± .33,"Pashler, Rohrer, & Harris (2012) Study 2",unsuccessful,honesty priming,individual effort,,,,,,,social,,http://j.b.legal.free.fr/Blog/share/M1/Articles%20INC/Goals/honesty%20goal%20priming.pdf,http://laplab.ucsd.edu/articles/Pashler%20Rohrer%20Harris_JESP2013.pdf,,,,,,,,,,,,62,152,,,,
1003,Rasinski et al. (2005) ,d(N=62) = +1.21 ± .55,d(N=151) = -.14 ± .32,"Pashler, Rohrer, & Harris (2012,online) Study 3",unsuccessful,honesty priming,individual effort,,,,,,,social,,http://j.b.legal.free.fr/Blog/share/M1/Articles%20INC/Goals/honesty%20goal%20priming.pdf,http://laplab.ucsd.edu/articles/Pashler%20Rohrer%20Harris_JESP2013.pdf,,,,,,,,,,,,62,151,,,,
1004,Rasinski et al. (2005) ,d(N=62) = +1.21 ± .55,d(N=153) = +.04 ± .32,"Pashler, Rohrer, & Harris (2012,online) Study 4",unsuccessful,honesty priming,individual effort,,,,,,,social,,http://j.b.legal.free.fr/Blog/share/M1/Articles%20INC/Goals/honesty%20goal%20priming.pdf,http://laplab.ucsd.edu/articles/Pashler%20Rohrer%20Harris_JESP2013.pdf,,,,,,,,,,,,62,153,,,,
1005,Bargh et al. (2001) Study 1 ,d(N=78) = +.70 ± .46,d(N=106) = -.24 ± .40,Harris et al. (2013) Study 1 ,unsuccessful,achievement priming,individual effort,,,,,,,social,,https://pdfs.semanticscholar.org/f808/e462cc8169d5e4c8bb677df2f4a7f4304a16.pdf,http://laplab.ucsd.edu/articles/Harris_etal_PLOS2013.pdf,,,,,,,,,,,,78,106,,,,
1006,Bargh et al. (2001) Study 3,d(N=72) = ?,d(N=66) = -.03 ± .49,Harris et al. (2013) Study 2,unsuccessful,achievement priming,individual effort,,,,,,,social,,https://pdfs.semanticscholar.org/f808/e462cc8169d5e4c8bb677df2f4a7f4304a16.pdf,http://laplab.ucsd.edu/articles/Harris_etal_PLOS2013.pdf,,,,,,,,,,,,72,66,,,,
