target.effect,orig.study.number,rep.study.number,orig.N,orig.ES.type,orig.ES,orig.ES.CI,rep.N,rep.ES.type,rep.ES,rep.ES.CI,rep.outcome,IVs,DVs,rep.type,rep.effort.type,rep.method.differences,rep.active.sample.evidence,other.outcomes,ES.description,EC.URL,orig.study.article.URL,orig.study.article.DOI,rep.study.article.URL,rep.pre.reg.URL,rep.open.materials.URL,rep.open.data.URL,orig.open.data.URL,orig.open.materials.URL,orig.pre.reg.URL,rep.population,discipline,orig.study.pub.year,reporting.standard.used,effect.description,design,statistical.effect.type,orig.test.statistic,orig.pvalue,rep.outcome.bayesian,orig.article.title,RPP.orig.untransformed.ES,RPP.rep.untransformed.ES,RPP.interpretation,RPP.study.number,study.order.CS,rep.num.in.set,social.priming,include.in.HTML.table,rep.num
pre-cognition (retroactive memory recall),Bem (2011) Study 8,Galak et al. (2012) Study 3,100,DR%,2.3%,2.3%,124,DR%,1.2%,1.4%,no signal - inconsistent,rehearsed vs. non-rehearsed words (after memory test),free recall memory test,exact,individual effort,,,,DR% = differential recall between rehearsed vs. control words (weighted by total words recalled),,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,10.1037/a0021524,http://www.deanradin.com/evidence/galak2012.pdf,,,http://www.consumerbehaviorlab.com/psi/CorrectingThePastData.xlsx,,,,,social,2011,,,,,,,,,,,,,,,,yes,987
pre-cognition (retroactive memory recall),Bem (2011) Study 8,Galak et al. (2012) Study 7,100,DR%,2.3%,2.3%,2469,DR%,-.1%,.1%,"signal - inconsistent, opposite",rehearsed vs. non-rehearsed words (after memory test),free recall memory test,close,individual effort,,,,DR% = differential recall between rehearsed vs. control words (weighted by total words recalled),,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,10.1037/a0021524,http://www.deanradin.com/evidence/galak2012.pdf,,,http://www.consumerbehaviorlab.com/psi/CorrectingThePastData.xlsx,,,,,social,2011,,,,,,,,,,,,,,,,yes,988
pre-cognition (retroactive memory recall),Bem (2011) Study 9,Galak et al. (2012) Study 4,50,DR%,4.2%,3.0%,109,DR%,1.6%,1.1%,"signal - inconsistent, smaller",rehearsed vs. non-rehearsed words (after memory test),free recall memory test,exact,individual effort,,,,DR% = differential recall between rehearsed vs. control words (weighted by total words recalled),,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,10.1037/a0021524,http://www.deanradin.com/evidence/galak2012.pdf,,,http://www.consumerbehaviorlab.com/psi/CorrectingThePastData.xlsx,,,,,social,2011,,"different rehearsal task (visualize, click, & type) than Bem Study 8",,,,,,,,,,,,,,yes,989
pre-cognition (retroactive memory recall),Bem (2011) Study 9,Galak et al. (2012) Study 5,50,DR%,4.2%,3.0%,211,DR%,-.5%,1.5%,no signal - inconsistent,rehearsed vs. non-rehearsed words (after memory test),free recall memory test,exact,individual effort,,,,DR% = differential recall between rehearsed vs. control words (weighted by total words recalled),,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,10.1037/a0021524,http://www.deanradin.com/evidence/galak2012.pdf,,,http://www.consumerbehaviorlab.com/psi/CorrectingThePastData.xlsx,,,,,social,2011,,"different rehearsal task (visualize, click, & type) than Bem Study 8",,,,,,,,,,,,,,yes,990
pre-cognition (retroactive memory recall),Bem (2011) Study 9,Galak et al. (2012) Study 6,50,DR%,4.2%,3.0%,106,DR%,-.3%,1.5%,no signal - inconsistent,rehearsed vs. non-rehearsed words (after memory test),free recall memory test,exact,individual effort,,,,DR% = differential recall between rehearsed vs. control words (weighted by total words recalled),,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,10.1037/a0021524,http://www.deanradin.com/evidence/galak2012.pdf,,,http://www.consumerbehaviorlab.com/psi/CorrectingThePastData.xlsx,,,,,social,2011,,"different rehearsal task (visualize, click, & type) than Bem Study 8",,,,,,,,,,,,,,yes,991
pre-cognition (retroactive memory recall),Bem (2011) Study 9,Ritchie et al. (2012) Study 1,50,DR%,4.2%,3.0%,50,DR%,.2%,3.5%,no signal - inconsistent (imprecise),rehearsed vs. non-rehearsed words (after memory test),free recall memory test,exact,individual effort,,,,DR% = differential recall between rehearsed vs. control words (weighted by total words recalled),,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,10.1037/a0021524,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0033423,http://www.richardwiseman.com/BemReplications.shtml,,,,,,,social,2011,,"different rehearsal task (visualize, click, & type) than Bem Study 8",,,,,,,,,,,,,,yes,992
pre-cognition (retroactive memory recall),Bem (2011) Study 9,Ritchie et al. (2012) Study 2,50,DR%,4.2%,3.0%,50,DR%,-2.7%,3.5%,no signal - inconsistent (imprecise),rehearsed vs. non-rehearsed words (after memory test),free recall memory test,exact,individual effort,,,,DR% = differential recall between rehearsed vs. control words (weighted by total words recalled),,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,10.1037/a0021524,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0033423,http://www.richardwiseman.com/BemReplications.shtml,,,,,,,social,2011,,"different rehearsal task (visualize, click, & type) than Bem Study 8",,,,,,,,,,,,,,yes,993
pre-cognition (retroactive memory recall),Bem (2011) Study 9,Ritchie et al. (2012) Study 3,50,DR%,4.2%,3.0%,50,DR%,-.6%,3.5%,no signal - inconsistent (imprecise),rehearsed vs. non-rehearsed words (after memory test),free recall memory test,exact,individual effort,,,,DR% = differential recall between rehearsed vs. control words (weighted by total words recalled),,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,10.1037/a0021524,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0033423,http://www.richardwiseman.com/BemReplications.shtml,,,,,,,social,2011,,"different rehearsal task (visualize, click, & type) than Bem Study 8",,,,,,,,,,,,,,yes,994
pre-cognition (retroactive memory recall),Bem (2011) Study 9,Robinson (2011),50,DR%,4.2%,3.0%,50,DR%,-1.6%,3.4%,no signal - inconsistent (imprecise),rehearsed vs. non-rehearsed words (after memory test),free recall memory test,exact,individual effort,,,,DR% = differential recall between rehearsed vs. control words (weighted by total words recalled),,https://pdfs.semanticscholar.org/0d54/6a62281b2d9e49a82afffb3a6d176dbf19e9.pdf,10.1037/a0021524,https://github.com/eplebel/science-commons/blob/master/curated/bem2011/robinson(2011).pdf,,,,,,,,social,2011,,"different rehearsal task (visualize, click, & type) than Bem Study 8",,,,,,,,,,,,,,yes,995
power posing effect (risk-taking DV),"Carney, Cuddy & Yap (2010)",Ranehill et al. (2015),42,OR,3.13,"[.94,10.4]",200,OR,.72,"[.43,1.21]",no signal - inconsistent,pose (expansive vs contractive),risky gambling decision (yes vs. no),close,individual effort,3-minute poses instead of 1-minute; 5 additional gain domain gambling decisions,,"2 other DVS (testosterone level, cortisol level; same pattern of results observed)",OR = odds ratio (likelihood of choosing risky gamble vs. not),,"http://www.people.hbs.edu/acuddy/in%20press,%20carney,%20cuddy,%20&%20yap,%20psych%20science.pdf",10.1177/0956797610383437,http://datacolada.org/wp-content/uploads/2015/05/5110-Ranehill-Dreber-Johannesson-Leiberg-Sul-Weber-PS-2015-Assessing-the-robustness-of-power-posing-no-effect-on-hormones-and-risk-rolerance-in-a-large-sample-of-men-and-women.pdf,,https://osf.io/49a32/,https://osf.io/6gswz/,,,,,social,2010,,,between-subjects,chi-square,,,,,,,,,,,,yes,996
power posing effect (risk-taking DV),"Carney, Cuddy & Yap (2010)",Garrison et al. (2016),42,OR,3.13,"[.94,10.4]",305,OR,.67,"[.38,1.18]",no signal - inconsistent,pose (expansive vs contractive),risky gambling decision (yes vs. no),close,individual effort,added ultimatum game dominance DV; also manipulated eye gaze (orthogonal to pose IV),,,OR = odds ratio (likelihood of choosing risky gamble vs. not),,"http://www.people.hbs.edu/acuddy/in%20press,%20carney,%20cuddy,%20&%20yap,%20psych%20science.pdf",10.1177/0956797610383437,http://andrewgelman.com/wp-content/uploads/2016/06/Social-Psychological-and-Personality-Science-2016-Garrison-1948550616652209-copy.pdf,https://osf.io/8tikd/,,https://osf.io/34maf/,,,,,social,2010,,,between-subjects,chi-square,,,,,,,,,,,,yes,997
power posing effect (risk-taking DV),"Carney, Cuddy & Yap (2010)","Bailey, LaFrance et al. (2017)",42,OR,3.13,"[.94,10.4]",94,OR,1.38,"[.65,2.92]",no signal - inconsistent,pose (expansive vs contractive),risky gambling decision (yes vs. no),close,CRSP special issue,2 tokens for snacks instead of $2,,,OR = odds ratio (likelihood of choosing risky gamble vs. not),,"http://www.people.hbs.edu/acuddy/in%20press,%20carney,%20cuddy,%20&%20yap,%20psych%20science.pdf",10.1177/0956797610383437,https://www.researchgate.net/profile/April_Bailey3/publication/312489365_Could_a_woman_be_superman_Gender_and_the_embodiment_of_power_postures/links/587e452908ae9275d4eb8dba.pdf,,,,,,,,social,2010,,,between-subjects,chi-square,,,,,,,,,,,,yes,998
power posing effect (risk-taking DV),"Carney, Cuddy & Yap (2010)","Ronay, Tybur et al. (2017)",42,OR,3.13,"[.94,10.4]",108,OR,.53,"[.17,1.59]",no signal - inconsistent,pose (expansive vs contractive),risky gambling decision (yes vs. no),very close,CRSP special issue,Dutch undergraduates,,"2 other DVS (testosterone level, cortisol level; same pattern of results observed)",OR = odds ratio (likelihood of choosing risky gamble vs. not),,"http://www.people.hbs.edu/acuddy/in%20press,%20carney,%20cuddy,%20&%20yap,%20psych%20science.pdf",10.1177/0956797610383437,http://www.tandfonline.com/doi/pdf/10.1080/23743603.2016.1248081?needAccess=true,,http://faculty.haas.berkeley.edu/dana_carney/PRS%20Materials%20-%20to%20replicate.zip,,,,,,social,2010,,,between-subjects,chi-square,,,,,,,,,,,,yes,999
power posing effect (risk-taking DV),"Carney, Cuddy & Yap (2010)","Bombari, Schmid et al. (2017)",42,OR,3.13,"[.94,10.4]",200,OR,1.14,"[.68,1.89]",no signal - inconsistent,pose (expansive vs contractive),risky gambling decision (yes vs. no),close,CRSP special issue,Swiss undergrad or Master's students,,,OR = odds ratio (likelihood of choosing risky gamble vs. not),,"http://www.people.hbs.edu/acuddy/in%20press,%20carney,%20cuddy,%20&%20yap,%20psych%20science.pdf",10.1177/0956797610383437,https://www.researchgate.net/profile/Joseph_Cesario/publication/317958126_Power_poses_-_where_do_we_stand/links/59dbd44d0f7e9b1460fc29be/Power-poses-where-do-we-stand.pdf#page=45,,,,,,,,social,2010,,,between-subjects,chi-square,,,,,,,,,,,,yes,1000
power posing effect (risk-taking DV),"Carney, Cuddy & Yap (2010)","Keller, Johnson et al. (2017)",42,OR,3.13,"[.94,10.4]",276,OR,1.17,"[.91,1.51]",no signal - inconsistent,pose (expansive vs contractive),risky gambling decision (yes vs. no),close,CRSP special issue,2 tickets to win $50 gift card instead of $2,,impromptu job interview performance (same pattern of results observed),OR = odds ratio (likelihood of choosing risky gamble vs. not),,"http://www.people.hbs.edu/acuddy/in%20press,%20carney,%20cuddy,%20&%20yap,%20psych%20science.pdf",10.1177/0956797610383437,https://www.researchgate.net/profile/Joseph_Cesario/publication/317958126_Power_poses_-_where_do_we_stand/links/59dbd44d0f7e9b1460fc29be/Power-poses-where-do-we-stand.pdf#page=107,https://osf.io/ut9jv/,,https://osf.io/hnef7/,,,,,social,2010,,,between-subjects,chi-square,,,,,,,,,,,,yes,1001
elderly priming,Bargh et al. (1996) Study 2a,Hull et al. (2002) Study 1a,30,d,1.02,.76,31,d,.56,.72,no signal - consistent,exposure to elderly cues vs. control (scrambled sentence),walking speed,close,individual effort,,,,,,http://paynelab395.web.unc.edu/files/2012/08/Bargh-Chen-Burrows-1996-Automaticity-of-social-behavior.pdf,10.1037/0022-3514.71.2.230,https://github.com/eplebel/science-commons/blob/master/curated/barghetal1996/hull%20et%20al%20(2002)%20The%20nonconsciousness%20of%20self-consciousness%20(2%20unsuccessful%20direct%20replications%20of%20bargh%20et%20al%201996%20study%202).pdf,,,,,,,,social,1996,,,,,,,,,,,,,,,yes,yes,1002
elderly priming,Bargh et al. (1996) Study 2a,Hull et al. (2002) Study 1b,30,d,1.02,.76,40,d,.53,.63,no signal - consistent,exposure to elderly cues vs. control (scrambled sentence),walking speed,close,individual effort,,,,,,http://paynelab395.web.unc.edu/files/2012/08/Bargh-Chen-Burrows-1996-Automaticity-of-social-behavior.pdf,10.1037/0022-3514.71.2.230,https://github.com/eplebel/science-commons/blob/master/curated/barghetal1996/hull%20et%20al%20(2002)%20The%20nonconsciousness%20of%20self-consciousness%20(2%20unsuccessful%20direct%20replications%20of%20bargh%20et%20al%201996%20study%202).pdf,,,,,,,,social,1996,,,,,,,,,,,,,,,yes,yes,1003
elderly priming,Bargh et al. (1996) Study 2a,Cesario et al. (2007) Study 2,30,d,1.02,.76,45,d,.22,.58,no signal - inconsistent,exposure to elderly cues vs. control (scrambled sentence),walking speed,very close,individual effort,,,,,,http://paynelab395.web.unc.edu/files/2012/08/Bargh-Chen-Burrows-1996-Automaticity-of-social-behavior.pdf,10.1037/0022-3514.71.2.230,https://msu.edu/~cesario/publications/cesario_plaks_higgins_2006_jpsp.pdf,,,,,,,,social,1996,,,,,,,,,,,,,,,yes,yes,1004
elderly priming,Bargh et al. (1996) Study 2a,Pashler et al. (2008),30,d,1.02,.76,66,d,-.22,.48,no signal - inconsistent,exposure to elderly cues vs. control (scrambled sentence),walking speed,very close,individual effort,,,,,,http://paynelab395.web.unc.edu/files/2012/08/Bargh-Chen-Burrows-1996-Automaticity-of-social-behavior.pdf,10.1037/0022-3514.71.2.230,https://web.archive.org/web/20170923093613/http://www.psychfiledrawer.org/replication.php?attempt=MTU%3D,,,,,,,,social,1996,,,,,,,,,,,,,,,yes,yes,1005
elderly priming,Bargh et al. (1996) Study 2a,Doyen et al. (2012) Study 1,30,d,1.02,.76,120,d,-.07,.36,no signal - inconsistent,exposure to elderly cues vs. control (scrambled sentence),walking speed,close,individual effort,,,,,,http://paynelab395.web.unc.edu/files/2012/08/Bargh-Chen-Burrows-1996-Automaticity-of-social-behavior.pdf,10.1037/0022-3514.71.2.230,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0029081,,http://journals.plos.org/plosone/article/file?type=supplementary&id=info:doi/10.1371/journal.pone.0029081.s001,,,,,,social,1996,,,,,,,,,,,,,,,yes,yes,1006
embodiment of secrets effect,Slepian et al. (2012) Study 1,Perfecto et al. (2012),40,d,.78,.62,314,d,.19,.22,no signal - inconsistent,big vs. small secret (write about),hill steepness estimate (open-ended),very close,individual effort,,,,,,http://web.stanford.edu/group/ipc/pubs/Slepian-Masicampo-Toosi-Ambady_Physical-Burdens-of-Secrecy_2012_JEPG.pdf,10.1037/a0027598,https://web.archive.org/web/20170923095521/http://psychfiledrawer.org/replication.php?attempt=MTc2,,https://web.archive.org/web/20170107102034/http://www.psychfiledrawer.org/files/8531391990603Materials.pdf,,,,,,social,2012,,,,,,,,,,,,,,,yes,yes,1007
embodiment of secrets effect,Slepian et al. (2012) Study 1,LeBel & Wilbur (2014) Study 1,40,d,.78,.62,240,d,.18,.25,no signal - inconsistent,big vs. small secret (write about),hill steepness estimate (open-ended),very close,individual effort,,,,,,http://web.stanford.edu/group/ipc/pubs/Slepian-Masicampo-Toosi-Ambady_Physical-Burdens-of-Secrecy_2012_JEPG.pdf,10.1037/a0027598,"http://etiennelebel.com/documents/l&w(2014,pbr).pdf",https://osf.io/dz2fx/,https://osf.io/dz2fx/,https://osf.io/bks3g/,,,,,social,2012,,,,,,,,,,,,,,,yes,yes,1008
embodiment of secrets effect,Slepian et al. (2012) Study 1,LeBel & Wilbur (2014) Study 2,40,d,.78,.62,90,d,-.32,.41,no signal - inconsistent,big vs. small secret (write about),hill steepness estimate (open-ended),very close,individual effort,,,,,,http://web.stanford.edu/group/ipc/pubs/Slepian-Masicampo-Toosi-Ambady_Physical-Burdens-of-Secrecy_2012_JEPG.pdf,10.1037/a0027598,"http://etiennelebel.com/documents/l&w(2014,pbr).pdf",https://osf.io/e5aj9/,https://osf.io/e5aj9/,https://osf.io/kdu9z/,,,,,social,2012,,,,,,,,,,,,,,,yes,yes,1009
embodiment of secrets effect,Slepian et al. (2012) Study 1,Pecher et al. (2015) Study 1,40,d,.78,.62,100,d,.08,.39,no signal - inconsistent,big vs. small secret (write about),hill steepness estimate (open-ended),very close,individual effort,,,,,,http://web.stanford.edu/group/ipc/pubs/Slepian-Masicampo-Toosi-Ambady_Physical-Burdens-of-Secrecy_2012_JEPG.pdf,10.1037/a0027598,https://s3.amazonaws.com/academia.edu.documents/37999752/PecherVanMierloCanalBrulandZeelenberg15.pdf?AWSAccessKeyId=AKIAIWOWYYGZ2Y53UL3A&Expires=1510160697&Signature=FSmhl5Z5BF%2Bcem9NgITBSb6fzxY%3D&response-content-disposition=inline%3B%20filename%3DThe_Burden_of_Secrecy_No_Effect_on_Hill.pdf,,,,,,,,social,2012,,,,,,,,,,,,,,,yes,yes,1010
embodiment of secrets effect,Slepian et al. (2012) Study 1,Pecher et al. (2015) Study 2,40,d,.78,.62,100,d,.21,.39,no signal - inconsistent,big vs. small secret (write about),hill steepness estimate (open-ended),very close,individual effort,,,,,,http://web.stanford.edu/group/ipc/pubs/Slepian-Masicampo-Toosi-Ambady_Physical-Burdens-of-Secrecy_2012_JEPG.pdf,10.1037/a0027598,https://s3.amazonaws.com/academia.edu.documents/37999752/PecherVanMierloCanalBrulandZeelenberg15.pdf?AWSAccessKeyId=AKIAIWOWYYGZ2Y53UL3A&Expires=1510160697&Signature=FSmhl5Z5BF%2Bcem9NgITBSb6fzxY%3D&response-content-disposition=inline%3B%20filename%3DThe_Burden_of_Secrecy_No_Effect_on_Hill.pdf,https://osf.io/hmfxt/,,,,,,,social,2012,,,,,,,,,,,,,,,yes,yes,1011
embodiment of secrets effect,Slepian et al. (2012) Study 2,Cobb et al. (2014),36,d,.81,.73,60,d,.31,.52,no signal - inconsistent,meaningful vs. trivial secret (recall task),beanbag toss distance,close,individual effort,,,,,,http://web.stanford.edu/group/ipc/pubs/Slepian-Masicampo-Toosi-Ambady_Physical-Burdens-of-Secrecy_2012_JEPG.pdf,10.1037/a0027598,https://web.archive.org/web/*/http://psychfiledrawer.org/replication.php?attempt=MjIw,,,,,,,,social,2012,,,,,,,,,,,,,,,yes,yes,1012
